,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
LANDrop (C++),0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0
notepad-- (C++),0,4,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
annoy (C++),0,1,0,3,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,2,16,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0
DearPyGui (C++),0,116,1,11,0,0,0,0,0,76,255,0,0,0,10,0,0,5,0,9,0,2,0,0,0,0,0,1,0,0,74,0,13,3,15,3,0,0,0,0,0,0,13,0,84,0,0,0,365,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,131,0,2,0,13,0,0,0,18,0,0,18,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,20,0,0,2,0,0,0,38,0,0,0,0,40,20,21,0,0,1,0,2,0,0
gemma.cpp (C++),0,3,1,9,0,0,0,0,0,15,24,0,0,2,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,19,0,1,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,10,0,0,9,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,0,0,1,0,0
mold (C++),3,121,14,98,6,0,0,0,2,115,1162,0,0,5,124,0,0,24,0,277,0,8,0,1,27,0,0,326,53,16,392,2,133,39,275,58,3,2,1,0,0,2,62,1,190,0,0,11,222,0,0,92,0,3,3,0,0,1,0,46,10,0,8,1,452,0,64,1,49,0,0,0,100,0,8,139,238,0,0,2,3,0,1,2,45,0,0,1,0,0,1,86,0,0,163,0,80,7,0,4,2,306,0,16,0,15,93,145,87,0,1,13,0,38,2,0
dxvk (C++),3,74,4,75,10,0,0,0,0,179,400,0,0,0,48,0,0,17,0,233,0,0,0,0,7,0,0,51,15,25,308,10,14,32,195,53,0,0,3,0,0,0,24,1,289,0,1,7,42,0,0,21,0,1,0,0,0,0,0,10,2,0,0,0,554,0,13,0,189,0,1,0,91,0,0,251,357,0,1,0,0,1,0,0,77,0,1,0,0,1,2,102,0,0,78,0,33,4,0,0,262,831,0,4,0,5,15,155,37,0,0,7,0,13,0,0
ncnn (C++),0,17,0,103,3,0,0,0,0,27,553,0,0,0,0,0,0,6,0,415,0,0,0,0,3,0,0,28,4,0,27,1,2006,10,50,46,0,0,12,0,0,3,0,0,467,0,0,10,13,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,70,0,14,0,94,0,0,0,25,0,0,4,620,0,0,1,0,0,0,0,274,0,0,16,0,7,0,77,0,0,14,0,45,1,0,0,21,399,0,0,0,6,17,44,0,0,0,1,0,8,0,0
AI-on-the-edge-device (C++),0,4,3,8,0,0,0,0,0,2,44,0,0,3,2,0,0,3,0,12,0,11,0,0,2,0,0,3,3,0,116,0,23,0,10,0,0,0,4,0,0,9,34,0,9,0,0,1,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2,0,20,0,0,0,27,0,0,16,20,0,0,1,1,1,0,0,4,0,0,0,0,0,0,6,0,0,18,0,3,2,0,0,2,19,0,4,0,0,0,9,3,0,0,2,0,0,0,0
tiny-dnn (C++),13,52,1,112,4,0,0,0,0,116,593,0,0,1,31,0,0,18,0,301,0,2,0,0,68,0,0,52,37,28,194,0,97,39,59,23,0,0,2,0,0,0,10,8,385,0,0,5,55,0,0,26,0,0,0,0,0,0,0,23,20,0,4,0,268,0,22,0,13,0,0,0,64,0,0,267,140,0,0,0,2,2,0,0,46,0,0,2,0,0,0,78,0,0,55,0,29,0,0,11,2,171,0,1,0,5,37,96,35,0,0,8,0,12,0,0
ledger (C++),0,39,0,32,2,0,0,0,0,20,202,0,0,5,17,0,0,5,0,50,0,0,0,0,10,0,0,51,10,3,130,0,10,21,121,2,0,0,2,0,0,0,19,1,84,0,0,20,4,0,0,19,2,0,0,0,0,0,0,5,0,0,0,0,145,0,4,0,17,0,0,0,14,0,0,22,77,2,0,5,2,0,0,0,56,0,2,0,0,0,0,9,0,0,29,0,9,4,0,0,0,144,0,0,0,0,13,69,27,0,0,8,0,4,0,0
cutter (C++),0,47,3,39,2,0,0,0,0,25,189,1,0,1,41,0,0,6,0,181,0,1,0,0,2,0,2,4,2,1,258,1,29,11,79,0,0,0,3,0,0,1,20,0,160,0,0,0,42,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,432,0,8,0,11,0,1,0,29,0,0,35,159,0,0,2,2,0,0,0,16,0,0,0,0,2,0,39,0,0,44,0,5,1,0,0,0,105,0,1,0,0,18,15,42,0,0,20,0,4,0,0
ORB_SLAM3 (C++),2,100,4,43,3,0,0,0,0,26,183,4,0,2,83,0,0,5,1,31,0,1,0,2,6,0,0,14,3,0,114,0,23,30,58,0,0,0,0,0,0,5,31,0,114,0,0,0,4,0,0,4,0,1,0,0,0,0,0,8,0,0,0,0,185,0,8,0,24,0,0,0,100,0,0,192,149,0,2,1,1,0,0,0,23,0,0,3,0,6,0,60,0,0,43,0,19,6,0,0,18,96,0,3,0,0,26,16,13,0,0,27,0,3,0,2
AliSQL (C++),19,751,144,245,45,0,0,0,0,493,2697,0,1,2,1017,0,0,202,0,1043,0,28,0,4,71,0,4,156,66,33,1413,59,754,195,1123,276,11,3,17,0,0,4,261,7,779,0,2,122,590,0,0,84,2,35,160,0,0,1,3,88,1,0,52,3,3883,0,897,0,665,0,5,0,388,0,28,820,611,3,70,26,33,15,3,3,255,0,4,64,6,64,9,1400,0,1,616,0,123,48,0,201,870,2233,2,62,0,17,203,434,311,1,0,106,0,21,1,1
hyperscan (C++),4,62,1,78,2,0,0,1,1,137,586,0,0,3,18,0,0,57,0,92,0,1,0,0,7,0,0,23,4,3,115,5,47,37,128,7,1,0,1,0,0,0,13,0,152,0,0,1,91,0,0,22,0,0,1,0,0,0,1,16,4,0,0,0,257,0,7,0,10,0,0,0,45,0,14,104,56,0,2,3,0,1,0,0,43,0,0,0,19,1,0,41,0,0,68,0,27,8,0,5,1,138,0,1,0,0,78,224,33,1,0,57,1,3,0,1
electron (C++),1,105,5,48,6,0,0,0,0,31,226,1,0,1,87,0,0,21,1,375,0,8,0,0,7,0,1,18,0,1,419,3,101,29,156,27,0,0,0,0,0,0,41,0,150,0,0,0,34,1,0,16,0,3,1,0,0,0,2,8,0,0,0,0,703,0,5,1,15,0,0,0,75,0,0,96,335,3,9,6,1,0,0,0,22,0,0,1,0,1,0,126,0,0,82,0,8,4,0,0,1,322,0,3,0,1,347,94,103,1,0,13,0,1,0,4
gameplay (C++),3,76,0,142,13,0,0,0,2,49,236,1,3,6,52,0,0,13,0,200,0,16,0,6,5,0,1,35,6,5,563,1,209,25,157,2,0,0,30,0,0,15,52,2,112,0,0,0,74,0,0,16,0,42,9,0,0,0,0,15,0,0,4,0,458,0,11,0,46,0,0,0,222,0,0,169,118,1,2,7,4,4,0,0,20,0,0,18,0,5,1,46,0,0,160,0,26,4,0,0,0,118,0,2,0,1,51,86,29,12,3,16,0,0,3,0
Cpp-Primer (C++),0,6,0,158,0,0,0,0,0,21,289,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,89,56,15,130,0,12,0,63,2,2,0,0,0,0,0,0,0,82,0,0,0,6,0,0,43,0,0,0,0,0,0,0,1,2,0,0,0,60,0,0,0,22,0,0,0,98,0,2,30,8,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,7,0,7,0,0,0,3,41,0,0,0,0,2,21,10,0,0,2,0,51,0,0
CLRS (C++),0,4,0,13,2,0,0,0,0,2,38,0,0,2,4,0,0,1,0,6,0,3,0,0,0,0,0,2,7,0,28,0,5,1,8,1,0,0,0,0,0,0,3,0,14,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,14,0,8,0,8,0,0,0,11,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,3,0,4,0,0,2,0,9,0,1,0,0,0,4,3,0,0,0,0,0,0,0
magic_enum (C++),0,16,2,39,0,0,0,0,0,34,173,0,0,0,11,0,0,10,0,41,0,0,0,0,20,0,0,19,6,9,48,0,22,11,33,7,0,0,0,0,0,0,9,0,78,0,0,0,11,0,0,18,0,0,0,0,0,0,0,1,1,0,1,0,106,0,1,0,6,0,0,0,18,0,0,66,9,0,0,3,0,0,0,0,13,0,0,0,0,0,0,28,0,0,22,0,14,1,0,0,1,20,0,5,0,0,21,49,5,0,0,3,0,4,0,0
noMeiryoUI (C++),0,3,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,4,14,0,4,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mace (C++),3,35,2,29,0,0,0,0,0,34,477,0,0,1,23,0,0,13,0,118,0,5,0,0,13,0,0,30,15,6,49,0,15,2,116,23,0,0,0,0,0,0,22,0,87,0,0,2,18,0,0,9,0,0,0,0,0,0,0,21,1,0,0,0,90,0,10,0,16,0,0,0,68,0,0,96,161,0,0,3,1,0,1,0,40,0,0,9,0,3,0,67,0,0,37,0,3,1,0,0,18,453,1,3,0,10,3,10,22,0,0,0,0,2,0,0
SPTAG (C++),4,26,5,30,0,0,0,0,0,24,134,0,0,1,23,0,0,0,0,67,0,1,0,0,9,0,0,18,3,1,49,0,14,8,78,4,0,0,1,0,0,3,12,0,109,0,0,0,22,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,68,0,1,0,14,0,1,0,27,0,0,57,35,0,0,4,0,1,0,0,13,0,0,1,0,1,0,33,0,0,21,0,3,1,0,0,6,138,0,3,0,2,4,24,16,0,0,7,0,0,0,0
tensorrtx (C++),0,97,9,42,1,0,0,0,0,7,248,0,0,2,15,0,0,1,0,8,0,2,0,3,1,0,0,94,1,0,24,7,144,2,65,0,0,0,1,0,0,0,4,0,2,0,0,0,45,0,0,27,0,2,1,0,0,4,0,0,0,0,3,0,75,0,4,0,46,0,0,0,14,0,0,93,8,0,7,1,0,0,0,0,11,0,0,2,0,0,0,50,0,0,69,0,0,0,0,0,0,10,0,2,0,9,32,7,10,0,0,0,0,5,0,0
nghttp2 (C++),0,49,2,27,0,0,0,0,0,67,107,0,0,1,3,0,0,6,0,13,0,0,0,0,5,0,0,13,9,1,57,0,40,2,58,23,0,0,1,0,0,0,0,0,49,0,0,8,46,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,103,0,5,0,49,0,0,0,32,0,0,71,12,0,0,0,0,3,0,0,21,0,0,0,0,1,0,19,0,0,59,0,0,2,0,0,0,217,1,0,0,2,21,32,14,0,0,2,0,1,0,0
upx (C++),0,10,0,14,1,0,0,0,0,39,119,0,0,0,3,0,0,1,0,101,0,15,0,0,7,0,0,3,3,8,134,0,231,6,54,5,0,0,2,0,0,0,15,0,51,0,0,0,31,0,0,9,0,0,0,0,0,0,0,66,0,0,0,0,136,0,6,0,21,0,0,0,15,0,0,20,17,0,5,0,0,2,0,0,1,0,0,2,0,1,0,10,0,0,6,0,3,1,0,4,25,68,0,1,0,0,20,12,25,0,0,1,0,0,0,26
Proton (C++),0,416,8,194,0,0,0,0,0,74,2071,0,0,89,247,0,0,88,0,153,0,2,0,0,14,0,0,29,4,638,444,0,1381,16,232,14,2,0,0,0,0,0,56,2,309,0,0,4,533,0,0,137,2,0,0,0,0,0,0,4,0,0,0,0,440,0,0,0,8,0,0,0,131,0,0,2308,14,0,0,4,2,0,0,0,44,0,0,4,2,0,0,1418,0,0,469,0,172,0,0,0,29,164,0,6,0,0,2,1067,8,0,0,6,0,13,0,0
Hyprland (C++),1,38,2,26,0,0,0,0,0,22,238,0,0,0,33,0,0,6,0,45,0,4,0,0,5,0,0,9,19,2,177,0,48,12,82,4,0,0,0,0,0,0,96,0,26,0,0,2,27,0,0,2,0,0,0,0,0,0,0,10,2,0,1,0,449,0,5,1,28,0,0,0,24,0,0,40,157,0,0,0,0,1,1,0,48,0,0,1,0,0,1,41,0,0,52,0,1,1,0,0,0,140,0,0,0,1,2,30,193,0,0,15,0,0,0,0
bloaty (C++),0,5,0,13,0,0,0,0,0,11,41,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,21,0,1,10,9,2,0,0,0,0,0,0,11,0,8,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,24,0,2,0,2,0,0,0,26,0,0,33,17,0,0,2,1,0,0,0,5,0,0,0,0,5,0,1,0,0,3,0,11,0,0,0,0,10,0,0,0,0,0,12,7,0,0,1,0,0,0,0
FasterTransformer (C++),0,43,0,50,2,0,0,0,0,43,304,0,0,0,3,0,0,50,0,136,0,0,0,6,26,0,0,109,5,0,267,0,57,0,212,0,0,0,0,0,0,3,4,0,47,0,0,0,62,0,0,12,0,6,6,0,0,0,0,0,0,0,2,1,154,0,2,0,7,0,0,0,35,0,0,12,36,0,0,0,1,0,0,0,39,0,0,2,0,0,0,21,0,0,53,0,9,1,0,2,8,54,0,21,0,4,22,13,43,0,0,0,0,0,0,0
Atmosphere (C++),9,437,20,93,2,0,0,0,0,283,951,0,0,1,105,0,0,117,0,1196,0,9,0,0,10,0,0,61,24,34,434,0,79,74,345,63,10,0,1,0,1,0,105,0,416,0,0,6,545,0,0,36,1,0,0,0,0,0,0,58,47,0,6,1,531,0,38,1,34,0,1,0,260,0,0,590,1502,0,0,3,3,4,2,0,214,0,0,17,2,9,0,96,0,0,211,0,97,2,0,0,1772,269,0,20,0,19,74,191,619,0,0,55,0,11,0,0
oneTBB (C++),3,101,14,93,6,0,0,0,1,96,1037,0,0,3,117,0,0,23,0,271,0,8,0,1,24,0,0,318,52,16,369,2,127,25,252,46,3,2,1,0,0,2,60,1,143,0,0,6,185,0,0,90,0,0,3,0,0,1,0,38,9,0,8,1,351,0,49,1,41,0,0,0,97,0,8,129,224,0,0,0,1,0,1,1,30,0,0,1,0,0,1,84,0,0,154,0,68,2,0,4,2,289,0,16,0,15,87,113,64,0,1,13,0,38,2,0
dogecoin (C++),3,63,12,115,6,0,0,0,0,74,570,0,0,1,151,0,0,21,0,122,0,4,0,2,11,0,0,14,26,5,414,6,70,100,179,13,0,0,3,0,0,5,95,3,193,0,1,3,91,0,0,13,0,3,0,0,0,0,0,34,5,0,1,1,448,0,13,0,63,0,0,0,123,0,0,84,162,0,1,8,0,5,1,0,31,0,0,3,0,6,0,60,0,0,88,0,30,4,0,1,0,231,0,20,0,3,25,132,61,0,0,23,0,43,0,0
doctest (C++),0,5,0,12,0,0,0,0,0,8,87,0,0,6,0,0,0,1,0,13,0,0,0,0,2,0,0,9,13,4,44,0,15,2,21,0,0,0,0,0,0,0,6,0,2,0,0,0,9,0,0,18,0,0,0,0,0,0,0,2,8,0,0,0,61,0,0,0,6,0,0,0,8,0,0,4,10,0,0,0,2,0,0,0,5,0,0,0,0,0,0,23,0,0,10,0,6,0,0,0,0,26,0,0,0,0,33,7,4,0,0,1,0,8,0,0
pbrt-v3 (C++),2,17,1,70,1,0,0,0,1,141,382,0,0,0,2,0,0,17,0,65,0,1,0,0,37,0,0,30,6,2,53,6,11,33,91,7,1,0,2,0,0,2,23,0,189,0,0,3,97,0,0,6,0,0,1,0,0,0,0,23,4,0,0,0,61,0,0,0,13,0,0,0,40,0,0,63,41,0,1,4,0,3,0,0,34,0,0,5,18,17,1,23,0,0,22,0,7,1,0,0,0,34,1,0,0,1,27,43,5,0,0,19,0,4,0,1
cppcheck (C++),1,94,4,97,1,1,0,0,0,37,339,0,0,0,75,0,0,18,0,299,0,8,0,1,11,0,0,21,8,1,1191,0,110,93,63,5,0,0,2,0,0,0,45,2,238,0,0,0,38,0,0,82,0,0,0,0,0,0,0,11,1,0,1,0,728,0,16,0,67,0,0,0,88,0,0,85,390,0,0,3,0,0,2,0,43,0,0,0,0,4,0,46,0,0,68,0,64,3,0,0,0,101,0,12,0,1,23,238,115,0,1,22,0,2,0,0
Gource (C++),1,12,1,53,6,0,0,0,0,1,57,0,0,3,24,0,0,0,0,9,0,0,0,0,0,0,0,8,6,2,97,6,13,4,20,0,0,1,3,0,0,3,12,0,42,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,2,0,1,0,86,0,3,1,29,0,0,0,64,0,0,23,15,0,0,0,1,2,0,0,6,0,0,0,0,1,0,14,0,0,49,0,12,0,0,0,0,22,1,1,0,0,3,21,3,0,0,4,0,2,0,0
proxysql (C++),2,24,3,52,4,0,0,0,0,37,265,0,0,0,55,0,0,12,0,95,0,32,0,0,11,0,0,11,2,3,226,0,33,8,121,17,0,0,18,0,0,0,79,0,97,0,0,7,64,0,0,6,0,2,0,0,0,0,0,0,0,0,3,1,211,0,29,0,71,0,0,0,23,0,0,19,88,0,1,3,2,0,6,3,13,0,0,4,0,1,0,8,0,0,61,0,6,4,0,0,0,182,0,13,0,14,22,18,18,0,0,21,0,4,2,0
clip (C++),0,0,0,12,0,0,0,0,0,14,59,0,0,1,14,0,0,2,0,34,0,0,0,0,0,0,0,8,3,2,5,0,10,0,7,0,0,0,0,0,0,0,6,0,5,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,21,0,0,0,31,0,0,10,33,0,0,1,0,2,0,0,4,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,13,0,1,0,0,1,18,1,0,0,0,0,2,0,0
TinyWebServer (C++),0,0,0,1,0,0,0,0,0,0,15,0,0,0,8,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,14,0,1,0,13,2,0,0,0,0,0,0,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
moonlight-qt (C++),0,20,4,7,2,0,0,0,0,12,86,1,0,0,53,0,0,19,0,60,0,2,0,0,5,0,0,1,0,2,36,0,48,5,42,1,0,0,0,0,0,0,15,0,9,0,0,0,20,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,92,0,10,0,11,0,0,0,8,0,0,18,52,0,0,0,0,0,0,0,6,0,0,3,0,0,0,22,0,0,10,0,3,1,0,1,0,35,0,1,0,0,10,10,8,0,0,3,0,0,0,0
libzmq (C++),1,7,1,20,1,0,0,0,0,15,104,0,0,0,13,0,0,9,0,66,0,1,0,0,0,0,0,6,2,0,112,0,47,2,51,15,0,0,0,0,0,0,30,0,39,0,0,4,23,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,103,0,0,0,55,0,1,0,27,0,0,17,15,0,0,0,1,0,0,0,8,0,1,0,0,0,0,4,0,0,22,0,0,2,0,0,0,71,0,1,0,1,13,21,3,0,0,0,0,6,0,0
easyeffects (C++),1,2,0,0,0,0,0,0,0,7,75,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,1,0,28,0,0,0,84,1,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,70,0,10,0,0,0,0,0,0,0,0,15,19,0,0,1,0,0,0,0,10,0,0,26,0,0,0,19,0,0,7,0,4,0,0,0,0,14,0,0,0,0,4,0,61,0,0,0,0,0,0,0
AI4Animation (C++),0,211,5,54,36,0,0,0,6,446,1822,0,0,2,42,0,0,13,0,951,0,0,0,9,252,0,0,156,16,92,491,4,54,69,181,76,0,1,56,0,0,0,20,4,3168,0,11,1,85,0,0,37,0,24,2,0,0,4,0,430,111,0,4,0,745,0,40,0,96,0,0,0,68,0,0,1119,648,0,0,20,0,5,0,31,222,0,0,0,4,56,0,381,0,0,125,0,261,10,0,8,526,1205,3,0,0,0,428,86,162,0,0,11,0,44,5,0
AutoHotkey (C++),2,13,3,1,11,0,0,0,0,70,107,0,1,0,44,0,0,14,0,112,0,3,0,0,26,0,0,9,3,2,55,0,14,5,42,45,0,0,1,0,0,0,28,1,59,0,0,1,12,2,0,1,0,4,1,0,0,0,0,5,0,0,0,0,73,0,13,0,14,0,0,0,14,0,0,23,74,0,1,5,2,3,0,3,54,0,0,5,3,2,0,18,0,0,23,0,1,8,0,0,0,414,1,3,0,2,21,35,7,0,0,5,0,1,0,0
winmerge (C++),6,297,18,321,11,0,0,0,9,287,2663,0,0,24,170,0,0,190,0,970,0,24,0,2,83,0,0,243,193,57,1403,68,412,234,950,68,2,3,27,0,0,82,142,4,725,0,1,20,250,0,0,85,2,11,140,0,0,0,0,150,19,0,6,0,1510,0,66,1,258,0,0,0,413,0,1,612,1291,2,2,19,9,8,5,0,93,0,1,40,1,99,5,2833,0,0,416,0,160,18,0,8,25,804,0,13,0,8,565,540,159,0,1,59,0,54,0,6
algorithms_and_data_structures (C++),0,15,2,30,1,0,0,0,0,39,196,0,0,0,12,0,0,5,0,32,0,0,0,0,16,0,0,21,10,8,57,0,17,11,34,9,0,0,0,0,0,0,4,1,60,0,0,0,12,0,0,16,0,0,0,0,0,0,0,5,1,0,0,0,102,0,6,0,7,0,0,0,26,0,0,58,18,0,0,1,0,0,0,0,7,0,0,0,0,0,0,26,0,0,21,0,15,0,0,1,0,15,0,2,0,0,17,48,8,0,0,3,0,5,0,1
cosmos (C++),0,64,1,45,5,1,0,0,0,43,369,0,0,0,14,0,0,6,0,40,0,6,0,3,23,0,0,28,9,10,142,1,56,15,45,13,0,0,2,0,0,1,16,1,93,0,1,0,33,1,0,23,0,1,0,1,0,0,0,3,3,0,0,0,182,0,4,0,73,0,0,0,39,0,0,82,80,0,2,1,9,1,0,1,25,0,2,1,1,0,0,50,0,0,45,0,32,2,0,1,0,128,0,0,0,0,39,55,35,1,1,5,0,5,1,0
supercollider (C++),3,320,59,286,17,0,0,0,4,534,3543,0,0,4,348,0,0,109,2,877,0,7,0,1,165,0,0,376,85,131,935,3,322,84,615,94,2,0,4,0,1,4,154,2,989,0,1,23,373,1,0,96,0,6,7,0,0,1,1,161,51,0,9,1,1290,0,38,0,131,0,2,0,363,0,0,868,1265,1,2,17,3,6,4,0,171,0,0,9,0,7,0,3050,0,0,367,0,103,6,0,2,114,777,2,31,0,37,305,327,143,0,0,46,0,94,0,0
tinyrenderer (C++),0,1,1,14,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CopyQ (C++),0,73,4,21,30,0,0,0,3,27,213,0,0,0,123,0,0,5,0,309,0,0,0,0,21,0,0,6,0,2,318,13,39,18,52,31,0,1,8,0,0,0,55,2,129,0,0,0,27,1,0,3,0,2,2,0,0,0,0,2,1,0,0,0,620,0,10,0,4,0,0,0,25,0,0,71,115,0,16,3,1,0,0,2,25,0,0,0,4,0,0,55,0,0,56,0,11,4,0,1,0,290,0,3,0,0,28,74,33,0,0,7,0,2,0,0
love (C++),3,169,24,376,43,0,0,0,0,1157,863,0,1,4,207,0,0,71,0,1069,0,18,0,4,222,0,0,1064,22,3590,781,31,163,144,338,15,0,0,11,0,0,22,127,0,1441,0,0,6,295,0,0,967,0,23,3,0,0,0,2,33,7,0,0,0,769,0,73,0,147,0,3,0,496,0,18,471,218,2,44,15,10,8,0,5,812,0,1,18,2,20,0,148,0,0,316,0,287,8,0,0,8,514,0,18,0,6,110,1349,677,0,0,794,2,53,0,0
LearnOpenGL (C++),1,17,0,13,0,0,0,0,0,17,103,0,0,2,2,0,0,6,0,18,0,1,0,0,11,0,0,12,3,4,23,0,11,6,37,0,0,0,0,0,0,0,3,0,19,0,0,0,23,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,43,0,1,0,0,0,0,0,7,0,0,20,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,4,15,0,2,0,0,7,36,84,0,0,6,0,0,0,0
aria2 (C++),2,311,10,212,0,0,0,0,0,101,577,0,0,7,149,0,0,45,0,213,0,1,0,0,5,0,0,11,9,12,691,0,167,31,125,14,0,3,0,0,0,0,156,1,113,0,0,12,54,0,0,25,1,0,0,0,0,1,0,4,0,0,0,1,530,0,2,0,111,0,0,0,370,0,0,231,735,2,8,2,3,1,0,0,36,0,0,1,0,0,5,82,0,0,349,0,15,2,0,0,0,262,0,7,0,0,325,200,122,0,0,17,0,6,0,0
