,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
EFCore.BulkExtensions (C#),0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,5,0,0,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
OpenRA (C#),0,152,0,0,72,0,3,0,1,0,6,0,45,0,9,91,5,0,0,8,0,0,3,0,0,0,25,0,44,5,1,15,0,0,0,82,14,0,0,0,1,0,0,0,0,0,0,117,0,0,2,29,0,13,0,0,0,0,0,93,0,0,10,0,0,0,0,2,0,18,0,0,0,0,0,1,0,0,33,13,0,0,0,125,3,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,42,2,3,12,0,0,13,0,0,57,0,0,127,0,726,0,0,3,81,0,21,0,7,0,0,0,0,0,2,0,36,423,2,0,0,0,0,0,5,18,0
AspNetCore.Diagnostics.HealthChecks (C#),0,7,0,0,4,0,0,0,0,0,42,0,3,0,0,7,0,0,0,8,0,0,0,0,0,0,2,0,2,6,0,1,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,2,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,0,0,31,0,1,8,0,162,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,2,0
fluentmigrator (C#),0,19,1,0,3,0,0,0,1,0,33,0,63,0,1,23,2,0,0,13,0,0,0,0,1,0,6,0,2,2,1,0,0,0,0,37,1,1,0,0,2,0,0,0,0,0,0,12,0,0,0,0,2,10,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,27,0,0,3,1,0,1,0,0,2,3,1,0,0,147,1,0,4,3,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,3,18,0,0,3,0,0,57,0,0,43,0,360,0,0,0,39,0,1,0,0,0,0,0,0,0,2,0,29,3,0,0,2,0,0,0,5,39,1
SteamDesktopAuthenticator (C#),0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AutoFixture (C#),0,39,0,0,3,0,0,0,0,0,21,0,0,0,1,44,0,0,1,0,0,0,0,0,0,0,3,0,12,4,7,0,0,0,0,43,9,0,0,0,0,0,0,0,0,1,0,34,0,0,0,1,0,19,0,0,0,0,0,28,0,0,0,1,0,1,0,0,0,242,0,0,2,3,0,0,0,0,19,3,0,0,1,10,0,0,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,31,0,0,2,0,0,45,0,0,7,0,229,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,4,5,0,0,1,0,1,0,1,32,0
refit (C#),0,2,0,0,1,0,0,0,0,0,6,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,132,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WTM (C#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autofac (C#),0,9,0,0,2,0,0,0,0,0,44,0,5,0,0,6,0,0,0,6,0,0,1,0,0,0,3,0,0,1,0,2,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,2,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,13,0,0,3,0,0,18,0,0,5,0,208,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,11,0
basic-computer-games (C#),0,18,1,0,2,0,0,0,0,1,2,0,27,0,0,13,2,0,0,1,0,0,1,0,0,0,2,0,1,3,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,6,0,0,5,0,0,18,0,123,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,12,4,0,0,1,0,0,0,2,3,0
Magick.NET (C#),0,8,1,0,0,0,0,0,1,0,0,0,6,0,1,5,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,0,4,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11,0,0,2,0,0,11,0,1,11,0,429,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,1,4,0
Radarr (C#),0,110,9,0,55,1,0,1,1,1,20,0,111,0,2,127,4,0,0,2,0,0,0,0,1,0,16,0,32,8,0,5,0,0,0,60,14,1,0,0,4,0,1,0,0,4,0,55,0,0,0,1,1,126,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,43,0,0,6,2,0,0,0,0,17,1,0,0,0,144,2,0,5,9,0,0,0,0,2,6,0,1,10,0,0,0,2,0,0,0,0,0,0,0,7,1,12,33,0,0,15,0,0,152,0,0,65,0,1189,0,0,0,45,0,11,0,1,0,0,0,1,0,0,0,42,27,0,0,0,0,0,0,3,45,0
v2rayN (C#),0,3,4,0,1,0,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AICommand (C#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpc-dotnet (C#),0,30,0,0,16,0,0,0,0,0,38,0,12,0,1,30,1,0,1,5,0,0,0,0,2,1,5,0,2,1,0,1,1,0,0,21,2,1,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,3,0,0,0,2,0,24,0,0,2,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,9,0,1,0,2,30,0,0,0,2,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,14,0,0,7,0,0,20,0,0,30,0,156,0,0,1,16,0,2,0,5,0,0,0,1,0,0,0,9,9,0,0,0,0,0,0,2,12,1
N_m3u8DL-CLI (C#),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppeteer-sharp (C#),0,16,0,0,23,0,1,0,0,1,5,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,73,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,13,0,0,8,0,307,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
MahApps.Metro (C#),0,13,3,0,11,0,0,0,0,1,2,0,11,0,0,7,1,0,0,2,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,11,1,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,23,0,0,11,0,101,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,8,0
Digital-Logic-Sim (C#),0,2,0,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0
blazor-starter-kit (C#),0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kudu (C#),0,34,0,0,10,1,0,0,0,0,18,0,13,0,3,21,8,0,1,7,0,0,0,0,1,0,5,0,2,4,0,3,1,0,0,31,1,1,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,0,2,0,20,0,0,3,0,0,0,0,0,0,25,1,0,1,0,0,0,0,0,1,5,0,0,0,18,1,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,18,0,0,6,0,0,126,0,0,30,0,160,0,0,0,23,0,1,0,3,0,0,0,0,0,0,0,6,5,0,0,1,0,0,0,1,25,0
qttabbar (C#),0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImageSharp (C#),0,37,2,0,7,0,0,0,0,1,23,0,55,0,6,32,1,0,0,20,0,0,1,0,1,0,7,0,4,3,0,5,1,0,0,40,5,0,0,0,0,0,0,0,0,0,0,36,0,0,1,2,0,5,0,0,0,0,0,78,0,0,1,6,0,0,0,0,0,57,0,0,1,4,0,1,0,0,2,15,0,0,0,44,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,57,0,0,18,0,0,43,0,0,38,0,424,0,0,0,46,1,4,0,6,0,0,0,0,0,1,0,95,14,0,0,1,0,0,0,8,27,0
Ryujinx (C#),0,136,3,0,52,0,0,0,0,2,8,0,138,1,14,36,21,0,0,23,0,0,0,0,4,0,17,0,4,2,0,18,1,0,0,19,4,0,0,0,2,0,1,0,0,0,1,96,0,0,0,36,1,5,0,0,0,5,0,114,0,0,3,1,0,0,0,0,0,27,0,0,3,1,0,0,0,0,3,4,0,0,0,104,1,0,1,5,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,2,0,0,13,0,1,33,0,0,33,0,0,82,0,0,121,0,1943,0,0,0,51,1,4,0,25,0,0,0,6,0,3,0,92,12,1,0,3,0,0,0,14,20,1
opentk (C#),0,21,0,0,1,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,35,0,119,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ink (C#),0,5,0,0,1,0,1,0,0,1,0,0,1,0,3,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,1,15,0,10,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MagicOnion (C#),0,28,2,0,7,0,1,0,0,0,111,0,9,0,2,13,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,38,0,0,0,2,0,1,0,0,0,0,15,0,0,0,1,0,1,0,0,0,1,0,19,0,0,0,3,0,0,0,1,0,54,0,0,1,1,0,0,0,0,0,2,0,0,2,13,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,30,0,0,6,0,0,41,0,1,8,0,332,0,0,1,7,1,10,0,1,0,0,0,2,0,0,0,7,9,0,0,0,0,0,0,1,15,0
NoteHighlight2016 (C#),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAudio (C#),0,10,0,0,6,1,0,0,0,1,9,0,55,1,2,8,9,0,0,2,0,0,0,0,0,0,3,0,0,10,0,1,0,0,0,11,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,4,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,6,0,0,10,0,0,17,0,202,0,0,0,33,0,0,0,3,0,0,0,2,0,2,0,18,2,0,0,6,0,0,0,4,18,0
better-genshin-impact (C#),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ImageGlass (C#),0,8,1,0,11,0,0,0,1,0,0,0,10,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,12,0,99,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
Avalonia (C#),0,148,5,0,81,0,5,0,4,3,74,0,72,0,17,81,16,0,0,86,0,0,2,0,5,0,33,2,12,7,2,8,2,0,0,109,8,3,0,0,3,0,1,0,2,0,0,88,0,0,0,25,2,18,0,0,0,2,0,99,0,0,4,7,0,2,0,1,0,115,2,0,3,6,0,0,0,0,18,15,0,0,0,157,5,0,17,5,0,0,0,0,0,3,0,3,8,0,0,0,1,0,0,0,0,1,0,0,23,2,4,76,0,0,57,0,1,170,0,2,103,0,1413,0,0,1,91,0,12,0,19,0,0,0,3,2,2,0,62,40,2,0,4,1,0,0,20,70,2
aspnetcore (C#),0,25,10,0,25,0,0,0,0,0,29,0,25,0,2,35,0,0,0,10,0,0,0,0,2,0,6,0,2,3,0,0,0,0,0,48,2,0,0,0,1,0,0,0,0,0,0,38,0,0,0,5,0,1,0,0,0,0,0,40,0,0,0,6,0,1,0,2,0,38,0,0,0,1,0,0,0,0,7,4,0,0,0,68,0,0,2,1,0,0,0,1,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,38,0,0,10,0,0,51,1,0,22,0,415,0,0,2,36,0,3,0,4,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,5,24,0
Unity3DTraining (C#),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0
UniTask (C#),0,86,2,0,5,0,0,0,1,1,9,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,3,0,0,2,0,0,7,0,247,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,4,0
PKHeX (C#),0,32,3,0,24,0,0,0,0,0,0,0,39,1,1,11,1,0,0,1,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,6,0,0,12,0,0,32,0,0,16,0,360,0,0,1,17,0,19,0,7,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1,7,0
Emby.Plugins.JavScraper (C#),0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,25,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
xdm (C#),0,7,5,0,7,0,0,0,0,0,1,0,10,1,2,4,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,15,0,0,8,0,142,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0
SophiApp (C#),0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,114,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NaughtyAttributes (C#),0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
