Free Function Name,Free Function Stereotype
"averageCalculator","property wrapper"
"main","main"
"main","main"
"main","main"
"usingCompletableFuture","literal wrapper"
"hello","literal wrapper"
"mergeWorld","literal wrapper"
"print","literal wrapper"
"usingAsyncAwait","literal wrapper"
"main","main"
"factorial","property"
"factorialUsingThread","literal wrapper"
"factorialUsingFutureTask","literal wrapper"
"factorialUsingCompletableFuture","literal wrapper"
"factorialUsingEAAsync","literal wrapper"
"factorialUsingCactoos","literal wrapper"
"factorialUsingGuavaServiceSubmit","literal wrapper"
"factorialUsingGuavaFutures","literal wrapper"
"factorialUsingJcabiAspect","literal wrapper"
"sleep","literal wrapper"
"main","main"
"sleep","literal wrapper"
"main","main"
"parseDate","literal wrapper"
"main","main"
"main","main"
"main","main"
"getSingleThreadExecutorService","literal wrapper"
"createThread","property wrapper"
"main","main"
"demoSingleProducerAndSingleConsumer","literal wrapper"
"demoMultipleProducersAndMultipleConsumers","literal wrapper"
"main","main"
"main","main"
"waitForAllThreadsToComplete","wrapper"
"sleep","literal wrapper"
"main","main"
"main","main"
"main","main"
"usingCountDownLatch","literal wrapper"
"usingCyclicBarrier","literal wrapper"
"usingPhaser","literal wrapper"
"increment","global-command literal"
"getCount","literal"
"main","main"
"main","main"
"downloadFile","property wrapper"
"main","main"
"downloadFile","literal wrapper"
"main","main"
"main","main"
"completableFutureMethod","literal wrapper"
"chainingTaskExample","literal wrapper"
"exceptionHandlingExample","literal wrapper"
"timeoutExample","literal wrapper"
"main","main"
"executorServiceMethod","literal wrapper"
"chainingTaskExample","literal wrapper"
"exceptionHandlingExample","literal wrapper"
"timeoutExample","literal wrapper"
"main","main"
"parametersSource_handle","literal wrapper"
"parametersSource_exceptionally","literal wrapper"
"parametersSource_whenComplete","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"threadSleep","wrapper"
"timeunitSleep","wrapper"
"delayedServiceTask","literal wrapper"
"fixedRateServiceTask","literal wrapper"
"someTask1","literal"
"someTask2","literal"
"executePromiseTask","literal wrapper"
"executeFutureTask","literal wrapper"
"handleFutureControlFlow","literal wrapper"
"handlePromiseControlFlow","literal wrapper"
"handlePromiseError","literal wrapper"
"handleFutureError","literal wrapper"
"handlePromiseWritable","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"sleepWaitInSynchronizedBlocks","literal wrapper"
"main","main"
"testThreads","literal wrapper"
"testExecutor","literal wrapper"
"main","main"
"testUsingLoop","literal wrapper"
"testUsingTimer","literal wrapper"
"testUsingFuture","literal wrapper"
"testScheduledExecutor","literal wrapper"
"testSteppedProcess","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"retryTask","literal wrapper"
"retryFunction","property wrapper"
"retryUnsafe","property wrapper"
"retryNesting","property wrapper"
"retryExceptionallyAsync","property wrapper"
"sleep","literal wrapper"
"supplyAsync","property wrapper"
"main","main"
"main","main"
"main","main"
"propagateException","literal wrapper"
"restoreTheState","literal wrapper"
"throwCustomException","literal wrapper"
"handleWithCustomException","literal wrapper"
"incrementCount","literal wrapper"
"getCount","literal wrapper"
"incrementCount","global-command literal"
"getCount","literal"
"incrementCount","global-command literal wrapper"
"getCount","literal wrapper"
"incrementCount","global-command literal"
"getCount","literal"
"incrementCount","global-command literal"
"getCount","literal"
"incrementCount","global-command literal"
"getCount","literal"
"factorial","property wrapper"
"factorial","property wrapper"
"printCurrentThread","literal wrapper"
"main","main"
"executeTask","global-command literal wrapper"
"main","main"
"factorial","property wrapper"
"setup","global-command literal wrapper"
"tearDown","literal wrapper"
"sleep","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"performStaticSyncTask","literal wrapper"
"getStaticCount","literal"
"setStaticCount","unclassified"
"syncStaticCalculate","global-command literal"
"main","main"
"commonResource","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setupClass","literal wrapper"
"cleanupClass","literal wrapper"
"main","main"
"logColorUsingANSICodes","literal"
"logColorUsingLogger","literal wrapper"
"logColorUsingJANSI","literal wrapper"
"main","main"
"main","main"
"main","main"
"printConsoleObject","literal wrapper"
"readPasswordFromConsole","literal wrapper"
"printSysOut","literal"
"main","main"
"stringFormat","literal wrapper"
"asciiTable","literal wrapper"
"main","main"
"printfNewLine","literal"
"printfString","literal"
"printfChar","literal"
"printfNumber","literal"
"printfBoolean","literal"
"printfDateTime","literal"
"getStatus","literal"
"main","main"
"printMessage","literal"
"readSingleCharacter","literal wrapper"
"readMultipleCharacters","literal wrapper"
"readWithParameters","literal wrapper"
"getDateWithoutTimeUsingCalendar","literal wrapper"
"getDateWithoutTimeUsingFormat","literal wrapper"
"getLocalDate","literal wrapper"
"addOneDay","literal wrapper"
"addOneDayJodaTime","literal wrapper"
"addOneDayCalendar","literal wrapper"
"addOneDayApacheCommons","literal wrapper"
"main","main"
"getDatesBetweenUsingJava7","literal wrapper"
"getDatesBetweenUsingJava8","property wrapper"
"getDatesBetweenUsingJava9","property wrapper"
"getCalendarWithoutTime","literal wrapper"
"assertThatTimeFieldsAreZero","literal wrapper"
"isSameDayUsingLocalDate","predicate wrapper"
"isSameDayUsingInstant","predicate wrapper"
"isSameDayUsingSimpleDateFormat","literal wrapper"
"isSameDayUsingCalendar","literal wrapper"
"isSameDayUsingApacheCommons","literal wrapper"
"isSameDayUsingJoda","literal wrapper"
"isSameDayUsingDate4j","predicate wrapper"
"getPlusDays","literal wrapper"
"getNow","literal"
"getDate","literal"
"getDate","literal wrapper"
"getDayNumberOld","literal wrapper"
"getDayStringOld","literal wrapper"
"getDayNumberNew","property wrapper"
"getDayStringNew","property wrapper"
"getNow","literal wrapper"
"getDate","literal wrapper"
"getDate","literal wrapper"
"getNow","literal wrapper"
"getTime","literal wrapper"
"getTime","literal wrapper"
"getNow","literal wrapper"
"getTimestamp","literal wrapper"
"getTimestamp","literal wrapper"
"convert","property wrapper"
"convert","property wrapper"
"addDaysSkippingWeekends","property wrapper"
"subtractDaysSkippingWeekends","property wrapper"
"getCurrentTime","literal wrapper"
"getCurrentTimeByTimeZone","literal wrapper"
"calculateTimeAgoByTimeGranularity","property wrapper"
"calculateHumanFriendlyTimeAgo","property wrapper"
"calculateExactTimeAgoWithJodaTime","property wrapper"
"calculateHumanFriendlyTimeAgoWithJodaTime","property wrapper"
"calculateZonedTimeAgoWithJodaTime","property wrapper"
"getCurrentTimeByTimeZone","literal wrapper"
"calculateTimeAgoWithPeriodAndDuration","property wrapper"
"calculateTimeAgoWithPrettyTime","literal wrapper"
"calculateTimeAgoWithTime4J","property wrapper"
"main","main"
"main","main"
"getLastDayOfMonthUsingCalendar","literal wrapper"
"getLastDayOfMonthUsingTemporalAdjusters","property wrapper"
"getLastDayOfMonthUsingYearMonth","property wrapper"
"getLastDayOfMonthUsingJodaTime","property wrapper"
"dateFrom","literal"
"calendarFrom","literal wrapper"
"fromNanos","property wrapper"
"fromTimestamp","literal wrapper"
"format","literal wrapper"
"localTimeUtc","literal wrapper"
"millis","property"
"createAmericanDate","literal wrapper"
"switchTimezone","literal wrapper"
"getLocalDate","property wrapper"
"convertToDate","property wrapper"
"convertToZonedDateTime","property wrapper"
"usingHijrahChronology","literal wrapper"
"usingFromMethod","literal wrapper"
"usingJodaDate","property wrapper"
"usingUmmalquraCalendar","property wrapper"
"usingDatatypeFactoryForDate","literal wrapper"
"usingLocalDate","literal wrapper"
"usingSimpleDateFormat","literal wrapper"
"usingGregorianCalendar","literal wrapper"
"usingJodaTime","literal wrapper"
"timestampToCalendar","property wrapper"
"calendarToTimestamp","property wrapper"
"convertToZonedDateTimeUsingInstant","property wrapper"
"convertToZonedDateTimeUsingCalendar","property wrapper"
"convertToZonedDateTimeUsingLocalDateTime","property wrapper"
"convertToZonedDateTimeUsingJodaTime","property wrapper"
"convertToTimestampUsingJodaTime","property wrapper"
"convertToTimeStampUsingInstant","property wrapper"
"convertToTimeStampUsingLocalDateTime","property wrapper"
"convertToLocalDateViaInstant","property wrapper"
"convertToLocalDateViaSqlDate","property wrapper"
"convertToLocalDateViaMilisecond","property wrapper"
"convertToLocalDate","property wrapper"
"convertToLocalDateTimeViaInstant","property wrapper"
"convertToLocalDateTimeViaSqlTimestamp","property wrapper"
"convertToLocalDateTimeViaMilisecond","property wrapper"
"convertToLocalDateTime","property wrapper"
"convertToDateViaSqlTimestamp","literal wrapper"
"convertToDateViaInstant","property wrapper"
"convertToDateViaSqlDate","literal wrapper"
"convertToDateViaInstant","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"getResponseCode","property wrapper"
"getResponseCodeUnhandled","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"findCauseUsingPlainJava","property wrapper"
"calculateAge","property wrapper"
"parseDate","literal wrapper"
"createSSLSocketWithEnabledProtocols","wrapper"
"demoSuppressedException","literal wrapper"
"demoAddSuppressedException","literal wrapper"
"demoExceptionalResource","literal wrapper"
"main","main"
"orderOfClosingResources","literal wrapper"
"initializeState","literal"
"runServer","literal wrapper"
"copyList","literal wrapper"
"copyList","literal wrapper"
"copyList","literal"
"copyList","property wrapper"
"copyList","property wrapper"
"getMessageForLocale","literal wrapper"
"main","main"
"getDependentMessage","literal"
"fetchAndPrint","literal wrapper"
"main","main"
"getSpecials","literal wrapper"
"getDesert","literal"
"main","main"
"getGreetingMessage","literal wrapper"
"getShortenedName","property wrapper"
"convertInstanceOfObject","property"
"main","main"
"addArrayElementsUsingLoop","unclassified"
"getListElementAtIndex","literal wrapper"
"getArrayElementAtIndex","unclassified"
"convertIntegerToInt","property wrapper"
"main","main"
"methodA","literal wrapper"
"main","main"
"methodA","literal wrapper"
"methodB","literal wrapper"
"main","main"
"methodA","literal wrapper"
"methodB","literal"
"readInput","literal wrapper"
"readInput","literal wrapper"
"readInput","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"pow","property"
"checkNumber","property"
"createDictionary","literal wrapper"
"getByName","literal wrapper"
"getByUpperCaseName","property wrapper"
"main","main"
"sneakyThrow","unclassified"
"throwSneakyIOException","literal wrapper"
"throwSneakyIOExceptionUsingLombok","literal"
"setUp","global-command literal"
"main","main"
"getLeave","literal wrapper"
"howIsTeamLead","literal wrapper"
"howIsManager","literal wrapper"
"howIsGirlFriendOfManager","literal"
"main","main"
"getLeave","literal wrapper"
"howIsTeamLead","literal wrapper"
"howIsManager","literal wrapper"
"howIsGirlFriendOfManager","literal"
"getFirstLine","literal wrapper"
"containsExtension","predicate wrapper"
"isCorrectFileName","predicate wrapper"
"getPlayers","literal wrapper"
"main","main"
"main","main"
"main","main"
"checkedExceptionWithThrows","literal"
"checkedExceptionWithTryCatch","literal wrapper"
"divideByZero","literal"
"performOperation","property wrapper"
"passFunctionUsingAnnonymousClass","literal wrapper"
"passFunctionUsingLambda","literal wrapper"
"add","property"
"passFunctionUsingMethodReferrences","literal wrapper"
"executeFunction","property wrapper"
"passFunctionUsingFunction","literal wrapper"
"executeCallable","property wrapper"
"passFunctionUsingCallable","property wrapper"
"isEmpty","predicate wrapper"
"incrementCounter","global-command literal"
"getCounterValue","literal"
"weightOnEarth","literal wrapper"
"weightOnMars","literal wrapper"
"weightOnEarth","literal"
"sortWithoutLambda","property wrapper"
"sortWithLambda","wrapper"
"logThenSqrt","literal wrapper"
"sqrtThenLog","literal wrapper"
"add","property wrapper"
"sum","property wrapper"
"headRecursion","property wrapper"
"tailRecursion","property wrapper"
"findAuthorByName","literal wrapper"
"findLatestBookByAuthorId","literal wrapper"
"findById","literal wrapper"
"listOf","property wrapper"
"callWithCustomHeader","literal wrapper"
"callWithCustomHeaderV2","literal wrapper"
"callWithCustomHeaderV3","literal wrapper"
"sendSynchronousPost","literal wrapper"
"sendAsynchronousPost","literal wrapper"
"sendConcurrentPost","property wrapper"
"sendPostWithAuthHeader","literal wrapper"
"sendPostWithAuthClient","literal wrapper"
"sendPostWithJsonBody","literal wrapper"
"sendPostWithFormData","literal wrapper"
"sendPostWithFileData","literal wrapper"
"getFormDataAsString","property wrapper"
"startServer","global-command literal wrapper"
"stopServer","literal wrapper"
"mockBasicPostRequest","literal wrapper"
"getFreePort","literal wrapper"
"getStringFromInputStream","literal wrapper"
"clean","literal wrapper"
"getStringFromInputStream","literal wrapper"
"copyDirectory","literal wrapper"
"copyDirectoryJavaUnder7","wrapper"
"copyDirectory","wrapper"
"copyFile","literal wrapper"
"copyDirectory","wrapper"
"removeFileExtension","property wrapper"
"findUsingIOApi","literal wrapper"
"findUsingNIOApi","literal wrapper"
"findUsingCommonsIO","literal wrapper"
"isEmpty","literal wrapper"
"isEmpty2","literal wrapper"
"isEmptyInefficient","predicate wrapper"
"setUpFiles","literal wrapper"
"cleanUp","literal wrapper"
"beforeAll","literal wrapper"
"afterAll","literal wrapper"
"setup","global-command literal wrapper"
"methodThatTriggersAttack","literal wrapper"
"byBufferedReader","property wrapper"
"byStream","global-command literal wrapper"
"aggregateByKeys","global-command literal wrapper"
"textDataProcessingByteStream","literal wrapper"
"textDataProcessingCharStream","literal wrapper"
"nonTextDataProcessing","literal wrapper"
"genWithApacheCommons","literal wrapper"
"genWithGuava","literal wrapper"
"genWithMessageDigest","literal wrapper"
"main","main"
"touch","wrapper"
"touchWithApacheCommons","literal wrapper"
"main","main"
"readUserInput","literal wrapper"
"main","main"
"serialize","literal wrapper"
"main","main"
"readFile","literal wrapper"
"writeFile","literal wrapper"
"main","main"
"main","main"
"readGZipFile","literal wrapper"
"findInZipFile","literal wrapper"
"useContentsOfZipFile","wrapper"
"readAllEntriesByZipFile","wrapper"
"readAllEntriesByZipInputStream","wrapper"
"readLastEntryByZipFile","wrapper"
"readLastEntryByZipInputStream","wrapper"
"getLastEntryName","literal wrapper"
"main","main"
"createRandomStringInByte","property wrapper"
"getString","literal wrapper"
"prepareData","literal wrapper"
"prepareData","global-command literal wrapper"
"cleanup","literal wrapper"
"gzip","wrapper"
"convertToAbsoluteUsePathsClass","literal wrapper"
"convertToAbsoluteUseFileClass","literal wrapper"
"convertToAbsoluteUseFileSystemsClass","literal wrapper"
"main","main"
"readAllCharactersOneByOne","property wrapper"
"readMultipleCharacters","property wrapper"
"readFile","literal wrapper"
"readFileUsingTryWithResources","literal wrapper"
"makeDir","literal wrapper"
"removeDir","wrapper"
"deleteFile","wrapper"
"writeSampleDataToFile","literal wrapper"
"setupClass","global-command literal wrapper"
"createFilesAndFolders","global-command literal wrapper"
"deleteFilesAndFolders","literal wrapper"
"deleteRecursively","wrapper"
"isWindows","literal wrapper"
"usingByteArrayOutputStreamClass","property wrapper"
"usingApacheCommonsIO","property wrapper"
"usingCustomOutputStream","property wrapper"
"generateArrayListFromFile","literal wrapper"
"generateArrayListFromFile","literal wrapper"
"generateArrayListFromFile","literal wrapper"
"generateArrayListFromFile","literal wrapper"
"generateArrayListFromFile","literal wrapper"
"main","main"
"getFileSizeInBytes","property wrapper"
"getFileSizeInKilobytes","literal wrapper"
"getFileSizeInMegabytes","literal wrapper"
"getFileSizeInGigabytes","literal wrapper"
"main","main"
"main","main"
"newFile","property wrapper"
"main","main"
"main","main"
"zipFile","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"getClassNamesFromJarFile","literal wrapper"
"getClassesFromJarFile","literal wrapper"
"findObjectMapperClass","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"executeJarWithoutManifestAttribute","literal wrapper"
"executeJarWithManifestAttribute","literal wrapper"
"createManifestFile","literal wrapper"
"executeJar","literal wrapper"
"executeCommand","literal wrapper"
"collectOutput","property wrapper"
"runProcess","property wrapper"
"main","main"
"execute","literal wrapper"
"close","wrapper"
"showErrorMessage","wrapper"
"connectToServer","property wrapper"
"executeQuery","wrapper"
"createEnvironmentFromProperties","literal wrapper"
"setUp","global-command literal wrapper"
"tearDown","literal wrapper"
"setUp","global-command literal wrapper"
"tearDown","literal wrapper"
"authenticateUser","literal wrapper"
"main","main"
"main","main"
"getTextService","property wrapper"
"main","main"
"printClassesLoadedBy","literal wrapper"
"premain","command"
"listLoadedClasses","literal wrapper"
"getClassLoader","property wrapper"
"main","main"
"loadClass","literal wrapper"
"main","main"
"loadClass","literal wrapper"
"main","main"
"main","main"
"premain","global-command"
"sizeOf","literal wrapper"
"main","main"
"main","main"
"main","main"
"calculateSum","literal wrapper"
"premain","literal wrapper"
"agentmain","literal wrapper"
"transformClass","wrapper"
"transform","wrapper"
"run","literal wrapper"
"main","main"
"withdrawMoney","literal wrapper"
"run","literal wrapper"
"main","main"
"encode","wrapper"
"premain","global-command"
"getObjectSize","literal wrapper"
"printObjectSize","wrapper"
"main","main"
"main","main"
"filter","property wrapper"
"repair","wrapper"
"compareByNameThenAge","property wrapper"
"lambdaWrapper","property wrapper"
"consumerWrapper","property wrapper"
"throwingConsumerWrapper","property wrapper"
"handlingConsumerWrapper","property wrapper"
"getLambdaExpressionObject","literal"
"getLambdaExpressionObject","literal"
"main","main"
"doNothingAtAll","empty"
"main","main"
"main","main"
"iAmFlexible","literal wrapper"
"castIntToEnum","literal wrapper"
"getMostDistantPoint","property wrapper"
"getMinAvgMaxTriple","property wrapper"
"getCoordinatesDoubleArray","literal"
"getCoordinatesNumberArray","literal"
"getCoordinatesList","literal wrapper"
"getCoordinatesMap","literal wrapper"
"getCoordinates","literal"
"getMostDistantPoint","property wrapper"
"main","main"
"main","main"
"findCauseUsingPlainJava","property wrapper"
"calculateAge","property wrapper"
"parseDate","literal wrapper"
"getRankingsWithForLoop","property wrapper"
"getRankingsWithForEachLoop","property wrapper"
"getRankingsWithFunctionalForEachLoop","literal wrapper"
"forEachWithCounter","wrapper"
"getRankingsWithStream","property wrapper"
"withCounter","property wrapper"
"serialize","literal wrapper"
"deserialize","literal wrapper"
"cleanup","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"concatNonFinalStrings","literal"
"concatFinalStrings","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"getNumberOfSeats","literal"
"main","main"
"main","main"
"convertNumberToNewBase","literal wrapper"
"convertNumberToNewBaseCustom","literal wrapper"
"convertFromDecimalToBaseX","property wrapper"
"convertFromAnyBaseToDecimal","property wrapper"
"charToDecimal","property"
"main","main"
"order","wrapper"
"print","literal"
"swap","literal wrapper"
"swapHelper","wrapper"
"mergeTypeParameter","property wrapper"
"mergeWildcard","property wrapper"
"sum","property wrapper"
"sumTypeParameter","property wrapper"
"sumWildcard","property wrapper"
"addNumber","wrapper"
"main","main"
"toggle","property"
"recursiveStackOverflow","global-command literal wrapper"
"main","main"
"compare","property wrapper"
"compare","literal wrapper"
"toExternalUserStatus","literal wrapper"
"sumIntArray1","wrapper"
"sumIntArray2","wrapper"
"main","main"
"concatStatic","property"
"joinTwoStrings","literal wrapper"
"creatingInstanceJoinTwoStrings","literal wrapper"
"compress","literal wrapper"
"compressWithCustomLevel","literal wrapper"
"decompress","literal wrapper"
"main","main"
"getByRandomClass","property wrapper"
"getByThreadLocalRandom","property wrapper"
"main","main"
"getModifiableEnvironment","literal wrapper"
"generate","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"round","literal wrapper"
"multiplyMatrices","property wrapper"
"multiplyMatricesCell","property"
"main","main"
"parseParameters","literal wrapper"
"forks","property wrapper"
"warmupIterations","property wrapper"
"measurementIterations","property wrapper"
"parseOrDefault","property wrapper"
"main","main"
"data","global-command literal wrapper"
"clamp","wrapper"
"isValidDDFormatWithRegex","literal wrapper"
"isValidDMSFormatWithRegex","literal wrapper"
"isValidMGRSFormatWithRegex","literal wrapper"
"isValidDDFormatWithCustomValidation","predicate wrapper"
"isValidDMSFormatWithCustomValidation","predicate wrapper"
"isInvalidLatitude","predicate wrapper"
"isInvalidLongitude","predicate wrapper"
"factorial","property wrapper"
"printUseRecursion","wrapper"
"printUseBinomialExpansion","unclassified"
"main","main"
"ofReal","literal"
"getPolynomRoots","property wrapper"
"getPolynomRoots","property wrapper"
"calculateStandardDeviation","property wrapper"
"main","main"
"main","main"
"calculateBMI","property"
"findUsingDistanceFormula","literal wrapper"
"findUsingSlopeFormula","predicate"
"usingRecursion","property wrapper"
"usingMemoizedRecursion","property wrapper"
"memoizedHelper","property command"
"usingDynamicProgramming","property wrapper"
"usingUnboundedKnapsack","property wrapper"
"usingOriginAsRotationPoint","property wrapper"
"usingAffineTransform","literal wrapper"
"getPercentile","property wrapper"
"gcdByBruteForce","property"
"gcdByEuclidsAlgorithm","property wrapper"
"gcdBySteinsAlgorithm","property"
"main","main"
"toPercentageOf","property wrapper"
"percentOf","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"splitUsingFloatingTypes","unclassified"
"splitUsingString","literal wrapper"
"splitUsingBigDecimal","literal wrapper"
"showIntegerOverflow","literal"
"noOverflowWithBigInteger","literal wrapper"
"exceptionWithAddExact","literal wrapper"
"addExact","property"
"demonstrateUnderflow","literal wrapper"
"powExact","property wrapper"
"customLog","literal wrapper"
"generateRandomSet","literal wrapper"
"createRabbitUsingNewOperator","literal"
"createRabbitUsingClassForName","literal wrapper"
"createRabbitUsingClassNewInstance","literal wrapper"
"createRabbitUsingConstructorNewInstance","literal wrapper"
"createRabbitUsingClone","property wrapper"
"createRabbitUsingDeserialization","literal wrapper"
"createRabbitUsingSupplier","literal wrapper"
"createRabbitArray","literal"
"createRabbitTypeEnum","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"getInstance","global-command literal"
"toUpperCase","property wrapper"
"toLowerCase","property wrapper"
"main","main"
"withoutGenerics","literal wrapper"
"withGenerics","literal wrapper"
"main","main"
"printArray","unclassified"
"printArray","unclassified"
"containsElement","predicate wrapper"
"getRawMap","literal wrapper"
"getRawMapWithMixedTypes","literal wrapper"
"getRawList","literal wrapper"
"getRawListWithMixedTypes","literal wrapper"
"castList","property wrapper"
"castList2","property wrapper"
"main","main"
"main","main"
"msg","literal"
"msg","literal"
"isEnergyEfficient","predicate wrapper"
"main","main"
"main","main"
"createImageFile","literal wrapper"
"createTextFile","literal wrapper"
"createTextFile2","literal wrapper"
"main","main"
"main","main"
"printMessage","literal"
"printMessage","literal"
"main","main"
"main","main"
"suite","literal"
"main","main"
"getNameStatic","property"
"callToStaticMethod","literal wrapper"
"main","main"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"isEmpty","predicate wrapper"
"wrap","property wrapper"
"setUpMultiplierInstance","global-command literal"
"setUpVehicleInstance","global-command literal"
"setUpCarInstance","global-command literal"
"publicMethod","literal wrapper"
"defaultMethod","literal wrapper"
"protectedMethod","literal wrapper"
"privateMethod","literal wrapper"
"main","main"
"getHorsePower","property"
"buildManager","literal"
"main","main"
"main","main"
"getNumberOfCars","literal"
"getCarsInformation","property wrapper"
"setNumberOfCars","unclassified"
"getInstance","literal"
"getRanks","literal"
"setRanks","command"
"getInstance","literal"
"getInstance","literal"
"getInstance","literal"
"getInstance","literal"
"echoIt","unclassified"
"echoIt","literal"
"setUpCarInstance","global-command literal"
"setUpMotorbikeInstance","global-command literal"
"setUpCarInstance","literal wrapper"
"setUpCarInstance","literal wrapper"
"sleep","literal wrapper"
"sleep","literal wrapper"
"main","main"
"main","main"
"allNull","predicate wrapper"
"getFieldValue","property wrapper"
"main","main"
"modify","command"
"main","main"
"modify","unclassified"
"processClass","wrapper"
"main","main"
"printListElements","wrapper"
"main","main"
"processClass","wrapper"
"main","main"
"modify","command"
"modify","unclassified"
"createDeepCopy","literal wrapper"
"deepCopyUsingJackson","property wrapper"
"deepCopyUsingCloneable","property wrapper"
"deepCopyUsingCopyConstructor","property wrapper"
"deepCopyUsingSerialization","property wrapper"
"of","literal"
"main","main"
"setUpActressInstance","global-command literal"
"setPersonInstance","global-command literal"
"setUpWaitressInstance","global-command literal"
"findByName","literal wrapper"
"main","main"
"findByName","property wrapper"
"findByCode","literal wrapper"
"findByValue","literal wrapper"
"findByName","literal wrapper"
"findByValue","literal wrapper"
"randomDirection","literal wrapper"
"main","main"
"byFullNameIgnoreCase","literal wrapper"
"byNameIgnoreCase","literal wrapper"
"enumValuesInList","property wrapper"
"getAllUndeliveredPizzas","property wrapper"
"groupPizzaByStatus","property wrapper"
"getInstance","literal"
"valueOfLabel","literal wrapper"
"valueOfLabel","literal wrapper"
"valueOfLabel","literal wrapper"
"valueOfAtomicNumber","literal wrapper"
"valueOfAtomicWeight","literal wrapper"
"isPrimitiveType","predicate wrapper"
"stream","literal wrapper"
"main","main"
"setUpClass","empty"
"tearDownClass","empty"
"setUpClass","empty"
"tearDownClass","empty"
"setUpClass","empty"
"tearDownClass","empty"
"setUpClass","empty"
"tearDownClass","empty"
"usingOptional","property wrapper"
"usingTernaryOperator","property wrapper"
"elvis","property"
"twoOrMoreAreTrueByLoop","predicate"
"xOrMoreAreTrueByLoop","predicate"
"twoOrMoreAreTrueBySum","predicate"
"xOrMoreAreTrueBySum","predicate wrapper"
"twoorMoreAreTrueByKarnaughMap","predicate"
"twoOrMoreAreTrueByOperators","predicate"
"twoOrMoreAreTrueByXor","predicate"
"binaryToText","property wrapper"
"dieselAndManualCar","literal"
"dieselAndAutomaticCar","literal"
"oilAndManualCar","literal"
"oilAndAutomaticCar","literal"
"main","main"
"ifElseStatementsExamples","literal"
"ternaryExample","literal"
"switchExample","literal"
"methodToRepeat","literal"
"repetitionTo50Examples","literal wrapper"
"printWordByWord","wrapper"
"printTextNTimes","unclassified"
"printTextNTimesUpTo50","unclassified"
"findFirstInstanceOfName","property wrapper"
"makeListSkippingName","property wrapper"
"printEvenNumbers","unclassified"
"printEvenNumbersToAMaxOf100","unclassified"
"main","main"
"traverseMap","wrapper"
"traverseSet","unclassified"
"traverseList","unclassified"
"traverseArray","unclassified"
"main","main"
"main","main"
"main","main"
"ifElseStatementExample","literal"
"checkIsValidIsFalseWithEmptyIfBlock","literal"
"checkIsValidIsFalseWithJustTheIfBlock","literal"
"checkIsValidIsFalseWithTheNotOperator","literal"
"notOperatorWithBooleanValueAsOperand","literal"
"applyNotOperatorToAnExpression_example1","literal"
"applyNotOperatorToAnExpression_LogicalOperators","literal"
"precedence_example","literal"
"pitfalls_ComplexConditionsExample","literal"
"pitfalls_simplifyComplexConditionsByReversingLogicExample","literal"
"exitEarlyExample","literal"
"main","main"
"setUpClass","literal wrapper"
"unlabeledBreak","literal wrapper"
"unlabeledBreakNestedLoops","literal wrapper"
"labeledBreak","literal wrapper"
"unlabeledContinue","literal wrapper"
"labeledContinue","literal wrapper"
"fromArrayToList","literal wrapper"
"fromArrayToList","literal wrapper"
"fromArrayToListWithUpperBound","literal wrapper"
"paintAllBuildings","wrapper"
"createList","literal wrapper"
"setUp","literal wrapper"
"firstOfFirst","wrapper"
"toArray","unclassified"
"returnAsIs","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"initializationLogic","global-command literal"
"main","main"
"inputStreamToString","literal wrapper"
"consumeInputStream","literal wrapper"
"downloadWithJavaIO","literal wrapper"
"downloadWithJava7IO","literal wrapper"
"downloadWithJavaNIO","literal wrapper"
"downloadWithApacheCommons","literal wrapper"
"downloadWithAHC","literal wrapper"
"downloadFile","literal wrapper"
"transferDataAndGetBytesDownloaded","property wrapper"
"downloadFileWithResume","literal wrapper"
"addFileResumeFunctionality","property wrapper"
